"Time","dcpm.iA","dcpm.w"
0.0372,0,0
0.037300002,0,0
0.0374,0,0
0.037500001,0,0
0.037599999,0,0
0.037700001,0,0
0.037799999,0,0
0.037900001,0,0
0.037999999,0,0
0.0381,0,0
0.038199998,0,0
0.0383,0,0
0.038400002,0,0
0.0385,0,0
0.038600001,0,0
0.038699999,0,0
0.038800001,0,0
0.038899999,0,0
0.039000001,0,0
0.039099999,0,0
0.0392,0,0
0.039299998,0,0
0.0394,0,0
0.039500002,0,0
0.0396,0,0
0.039700001,0,0
0.039799999,0,0
0.039900001,0,0
0.039999999,0,0
0.040100001,0,0
0.040199999,0,0
0.0403,0,0
0.040399998,0,0
0.0405,0,0
0.040600002,0,0
0.0407,0,0
0.040800001,0,0
0.040899999,0,0
0.041000001,0,0
0.041099999,0,0
0.041200001,0,0
0.041299999,0,0
0.0414,0,0
0.041499998,0,0
0.0416,0,0
0.041700002,0,0
0.0418,0,0
0.041900001,0,0
0.041999999,0,0
0.042100001,0,0
0.042199999,0,0
0.042300001,0,0
0.042399999,0,0
0.0425,0,0
0.042599998,0,0
0.0427,0,0
0.042800002,0,0
0.0429,0,0
0.043000001,0,0
0.043099999,0,0
0.043200001,0,0
0.043299999,0,0
0.043400001,0,0
0.043499999,0,0
0.0436,0,0
0.043699998,0,0
0.0438,0,0
0.043900002,0,0
0.044,0,0
0.044100001,0,0
0.044199999,0,0
0.044300001,0,0
0.044399999,0,0
0.044500001,0,0
0.044599999,0,0
0.0447,0,0
0.044799998,0,0
0.0449,0,0
0.045000002,0,0
0.0451,0,0
0.045200001,0,0
0.045299999,0,0
0.045400001,0,0
0.045499999,0,0
0.045600001,0,0
0.045699999,0,0
0.0458,0,0
0.045899998,0,0
0.046,0,0
0.046100002,0,0
0.0462,0,0
0.046300001,0,0
0.046399999,0,0
0.046500001,0,0
0.046599999,0,0
0.046700001,0,0
0.046799999,0,0
0.0469,0,0
0.046999998,0,0
0.0471,0,0
0.047200002,0,0
0.0473,0,0
0.047400001,0,0
0.047499999,0,0
0.047600001,0,0
0.047699999,0,0
0.047800001,0,0
0.047899999,0,0
0.048,0,0
0.048099998,0,0
0.0482,0,0
0.048300002,0,0
0.0484,0,0
0.048500001,0,0
0.048599999,0,0
0.048700001,0,0
0.048799999,0,0
0.048900001,0,0
0.048999999,0,0
0.0491,0,0
0.049199998,0,0
0.0493,0,0
0.049400002,0,0
0.0495,0,0
0.049600001,0,0
0.049699999,0,0
0.049800001,0,0
0.049899999,0,0
0.050000001,0,0
0.050099999,0,0
0.0502,0,0
0.050299998,0,0
0.0504,0,0
0.050500002,0,0
0.0506,0,0
0.050700001,0,0
0.050799999,0,0
0.050900001,0,0
0.050999999,0,0
0.051100001,0,0
0.051199999,0,0
0.0513,0,0
0.051399998,0,0
0.0515,0,0
0.051600002,0,0
0.0517,0,0
0.051800001,0,0
0.051899999,0,0
0.052000001,0,0
0.052099999,0,0
0.052200001,0,0
0.052299999,0,0
0.0524,0,0
0.052499998,0,0
0.0526,0,0
0.052700002,0,0
0.0528,0,0
0.052900001,0,0
0.052999999,0,0
0.053100001,0,0
0.053199999,0,0
0.053300001,0,0
0.053399999,0,0
0.0535,0,0
0.053599998,0,0
0.0537,0,0
0.053800002,0,0
0.0539,0,0
0.054000001,0,0
0.054099999,0,0
0.054200001,0,0
0.054299999,0,0
0.054400001,0,0
0.054499999,0,0
0.0546,0,0
0.054699998,0,0
0.0548,0,0
0.054900002,0,0
0.055,0,0
0.055100001,0,0
0.055199999,0,0
0.055300001,0,0
0.055399999,0,0
0.055500001,0,0
0.055599999,0,0
0.0557,0,0
0.055799998,0,0
0.0559,0,0
0.056000002,0,0
0.0561,0,0
0.056200001,0,0
0.056299999,0,0
0.056400001,0,0
0.056499999,0,0
0.056600001,0,0
0.056699999,0,0
0.0568,0,0
0.056899998,0,0
0.057,0,0
0.057100002,0,0
0.0572,0,0
0.057300001,0,0
0.057399999,0,0
0.057500001,0,0
0.057599999,0,0
0.057700001,0,0
0.057799999,0,0
0.0579,0,0
0.057999998,0,0
0.0581,0,0
0.058200002,0,0
0.0583,0,0
0.058400001,0,0
0.058499999,0,0
0.058600001,0,0
0.058699999,0,0
0.058800001,0,0
0.058899999,0,0
0.059,0,0
0.059099998,0,0
0.0592,0,0
0.059300002,0,0
0.0594,0,0
0.059500001,0,0
0.059599999,0,0
0.059700001,0,0
0.059799999,0,0
0.059900001,0,0
0.059999999,0,0
0.0601,0,0
0.060199998,0,0
0.0603,0,0
0.060400002,0,0
0.0605,0,0
0.060600001,0,0
0.060699999,0,0
0.060800001,0,0
0.060899999,0,0
0.061000001,0,0
0.061099999,0,0
0.0612,0,0
0.061299998,0,0
0.0614,0,0
0.061500002,0,0
0.0616,0,0
0.061700001,0,0
0.061799999,0,0
0.061900001,0,0
0.061999999,0,0
0.062100001,0,0
0.062199999,0,0
0.0623,0,0
0.062399998,0,0
0.0625,0,0
0.062600002,0,0
0.062700003,0,0
0.062799998,0,0
0.062899999,0,0
0.063000001,0,0
0.063100003,0,0
0.063199997,0,0
0.063299999,0,0
0.0634,0,0
0.063500002,0,0
0.063600004,0,0
0.063699998,0,0
0.0638,0,0
0.063900001,0,0
0.064000003,0,0
0.064099997,0,0
0.064199999,0,0
0.064300001,0,0
0.064400002,0,0
0.064499997,0,0
0.064599998,0,0
0.0647,0,0
0.064800002,0,0
0.064900003,0,0
0.064999998,0,0
0.065099999,0,0
0.065200001,0,0
0.065300003,0,0
0.065399997,0,0
0.065499999,0,0
0.0656,0,0
0.065700002,0,0
0.065800004,0,0
0.065899998,0,0
0.066,0,0
0.066100001,0,0
0.066200003,0,0
0.066299997,0,0
0.066399999,0,0
0.066500001,0,0
0.066600002,0,0
0.066699997,0,0
0.066799998,0,0
0.0669,0,0
0.067000002,0,0
0.067100003,0,0
0.067199998,0,0
0.067299999,0,0
0.067400001,0,0
0.067500003,0,0
0.067599997,0,0
0.067699999,0,0
0.0678,0,0
0.067900002,0,0
0.068000004,0,0
0.068099998,0,0
0.0682,0,0
0.068300001,0,0
0.068400003,0,0
0.068499997,0,0
0.068599999,0,0
0.068700001,0,0
0.068800002,0,0
0.068899997,0,0
0.068999998,0,0
0.0691,0,0
0.069200002,0,0
0.069300003,0,0
0.069399998,0,0
0.069499999,0,0
0.069600001,0,0
0.069700003,0,0
0.069799997,0,0
0.069899999,0,0
0.07,0,0
0.070100002,0,0
0.070200004,0,0
0.070299998,0,0
0.0704,0,0
0.070500001,0,0
0.070600003,0,0
0.070699997,0,0
0.070799999,0,0
0.070900001,0,0
0.071000002,0,0
0.071099997,0,0
0.071199998,0,0
0.0713,0,0
0.071400002,0,0
0.071500003,0,0
0.071599998,0,0
0.071699999,0,0
0.071800001,0,0
0.071900003,0,0
0.071999997,0,0
0.072099999,0,0
0.0722,0,0
0.072300002,0,0
0.072400004,0,0
0.072499998,0,0
0.0726,0,0
0.072700001,0,0
0.072800003,0,0
0.072899997,0,0
0.072999999,0,0
0.073100001,0,0
0.073200002,0,0
0.073299997,0,0
0.073399998,0,0
0.0735,0,0
0.073600002,0,0
0.073700003,0,0
0.073799998,0,0
0.073899999,0,0
0.074000001,0,0
0.074100003,0,0
0.074199997,0,0
0.074299999,0,0
0.0744,0,0
0.074500002,0,0
0.074600004,0,0
0.074699998,0,0
0.0748,0,0
0.074900001,0,0
0.075000003,0,0
0.075099997,0,0
0.075199999,0,0
0.075300001,0,0
0.075400002,0,0
0.075499997,0,0
0.075599998,0,0
0.0757,0,0
0.075800002,0,0
0.075900003,0,0
0.075999998,0,0
0.076099999,0,0
0.076200001,0,0
0.076300003,0,0
0.076399997,0,0
0.076499999,0,0
0.0766,0,0
0.076700002,0,0
0.076800004,0,0
0.076899998,0,0
0.077,0,0
0.077100001,0,0
0.077200003,0,0
0.077299997,0,0
0.077399999,0,0
0.077500001,0,0
0.077600002,0,0
0.077699997,0,0
0.077799998,0,0
0.0779,0,0
0.078000002,0,0
0.078100003,0,0
0.078199998,0,0
0.078299999,0,0
0.078400001,0,0
0.078500003,0,0
0.078599997,0,0
0.078699999,0,0
0.0788,0,0
0.078900002,0,0
0.079000004,0,0
0.079099998,0,0
0.0792,0,0
0.079300001,0,0
0.079400003,0,0
0.079499997,0,0
0.079599999,0,0
0.079700001,0,0
0.079800002,0,0
0.079899997,0,0
0.079999998,0,0
0.0801,0,0
0.080200002,0,0
0.080300003,0,0
0.080399998,0,0
0.080499999,0,0
0.080600001,0,0
0.080700003,0,0
0.080799997,0,0
0.080899999,0,0
0.081,0,0
0.081100002,0,0
0.081200004,0,0
0.081299998,0,0
0.0814,0,0
0.081500001,0,0
0.081600003,0,0
0.081699997,0,0
0.081799999,0,0
0.081900001,0,0
0.082000002,0,0
0.082099997,0,0
0.082199998,0,0
0.0823,0,0
0.082400002,0,0
0.082500003,0,0
0.082599998,0,0
0.082699999,0,0
0.082800001,0,0
0.082900003,0,0
0.082999997,0,0
0.083099999,0,0
0.0832,0,0
0.083300002,0,0
0.083400004,0,0
0.083499998,0,0
0.0836,0,0
0.083700001,0,0
0.083800003,0,0
0.083899997,0,0
0.083999999,0,0
0.084100001,0,0
0.084200002,0,0
0.084299996,0,0
0.084399998,0,0
0.0845,0,0
0.084600002,0,0
0.084700003,0,0
0.084799998,0,0
0.084899999,0,0
0.085000001,0,0
0.085100003,0,0
0.085199997,0,0
0.085299999,0,0
0.0854,0,0
0.085500002,0,0
0.085600004,0,0
0.085699998,0,0
0.0858,0,0
0.085900001,0,0
0.086000003,0,0
0.086099997,0,0
0.086199999,0,0
0.086300001,0,0
0.086400002,0,0
0.086499996,0,0
0.086599998,0,0
0.0867,0,0
0.086800002,0,0
0.086900003,0,0
0.086999997,0,0
0.087099999,0,0
0.087200001,0,0
0.087300003,0,0
0.087399997,0,0
0.087499999,0,0
0.0876,0,0
0.087700002,0,0
0.087800004,0,0
0.087899998,0,0
0.088,0,0
0.088100001,0,0
0.088200003,0,0
0.088299997,0,0
0.088399999,0,0
0.088500001,0,0
0.088600002,0,0
0.088699996,0,0
0.088799998,0,0
0.0889,0,0
0.089000002,0,0
0.089100003,0,0
0.089199997,0,0
0.089299999,0,0
0.089400001,0,0
0.089500003,0,0
0.089599997,0,0
0.089699998,0,0
0.0898,0,0
0.089900002,0,0
0.090000004,0,0
0.090099998,0,0
0.0902,0,0
0.090300001,0,0
0.090400003,0,0
0.090499997,0,0
0.090599999,0,0
0.090700001,0,0
0.090800002,0,0
0.090899996,0,0
0.090999998,0,0
0.0911,0,0
0.091200002,0,0
0.091300003,0,0
0.091399997,0,0
0.091499999,0,0
0.091600001,0,0
0.091700003,0,0
0.091799997,0,0
0.091899998,0,0
0.092,0,0
0.092100002,0,0
0.092200004,0,0
0.092299998,0,0
0.092399999,0,0
0.092500001,0,0
0.092600003,0,0
0.092699997,0,0
0.092799999,0,0
0.092900001,0,0
0.093000002,0,0
0.093099996,0,0
0.093199998,0,0
0.0933,0,0
0.093400002,0,0
0.093500003,0,0
0.093599997,0,0
0.093699999,0,0
0.093800001,0,0
0.093900003,0,0
0.093999997,0,0
0.094099998,0,0
0.0942,0,0
0.094300002,0,0
0.094400004,0,0
0.094499998,0,0
0.094599999,0,0
0.094700001,0,0
0.094800003,0,0
0.094899997,0,0
0.094999999,0,0
0.095100001,0,0
0.095200002,0,0
0.095299996,0,0
0.095399998,0,0
0.0955,0,0
0.095600002,0,0
0.095700003,0,0
0.095799997,0,0
0.095899999,0,0
0.096000001,0,0
0.096100003,0,0
0.096199997,0,0
0.096299998,0,0
0.0964,0,0
0.096500002,0,0
0.096600004,0,0
0.096699998,0,0
0.096799999,0,0
0.096900001,0,0
0.097000003,0,0
0.097099997,0,0
0.097199999,0,0
0.0973,0,0
0.097400002,0,0
0.097499996,0,0
0.097599998,0,0
0.0977,0,0
0.097800002,0,0
0.097900003,0,0
0.097999997,0,0
0.098099999,0,0
0.098200001,0,0
0.098300003,0,0
0.098399997,0,0
0.098499998,0,0
0.0986,0,0
0.098700002,0,0
0.098800004,0,0
0.098899998,0,0
0.098999999,0,0
0.099100001,0,0
0.099200003,0,0
0.099299997,0,0
0.099399999,0,0
0.0995,0,0
0.099600002,0,0
0.099699996,0,0
0.099799998,0,0
0.0999,0,0
0.1,0,0
0.1,0,0
0.1000225,0.0024010811,9.8447231e-07
0.1000225,0.0024010811,9.8447231e-07
0.10005862,0.031837393,3.7643214e-05
0.10005862,0.031837393,3.7643214e-05
0.1001,0.10730518,0.00023337756
0.1002,0.45276389,0.0021098522
0.1003,0.99365348,0.007184715
0.1004,1.6929941,0.016720712
0.1005,2.5205107,0.031740658
0.1006,3.451421,0.053070821
0.1007,4.4654384,0.081376642
0.1008,5.5459566,0.11719194
0.1009,6.6793861,0.16094267
0.101,7.8546033,0.21296664
0.1011,9.0625057,0.27352944
0.1012,10.295644,0.34283757
0.1013,11.547926,0.42104927
0.1014,12.814363,0.50828314
0.1015,14.090881,0.60462546
0.1016,15.374145,0.71013618
0.1017,16.661428,0.82485336
0.1018,17.950506,0.94879758
0.1019,19.239553,1.0819751
0.102,20.527088,1.2243801
0.1021,21.811895,1.3759973
0.1022,23.092991,1.5368036
0.1023,24.369566,1.7067692
0.10235241,25.036621,1.7994993
0.10235241,25.036621,1.7994993
0.1024,25.640545,1.8858591
0.1025,26.89484,2.0740032
0.1026,28.113214,2.2710128
0.1027,29.280107,2.4765723
0.1028,30.383726,2.6902685
0.1029,31.41555,2.9116158
0.103,32.369907,3.1400781
0.1031,33.243553,3.3750873
0.1032,34.035297,3.6160605
0.1033,34.745647,3.862412
0.1034,35.376488,4.113565
0.1035,35.930809,4.3689594
0.1036,36.412441,4.6280618
0.1037,36.825844,4.8903661
0.1038,37.175896,5.1554012
0.1039,37.467747,5.4227324
0.104,37.706657,5.6919608
0.1041,37.897903,5.9627261
0.1042,38.046665,6.2347064
0.1043,38.157951,6.5076151
0.1044,38.236546,6.7812009
0.1045,38.286945,7.0552459
0.1046,38.313362,7.3295636
0.1047,38.319664,7.6039963
0.1048,38.309387,7.8784127
0.1049,38.285725,8.1527061
0.105,38.251537,8.4267902
0.1051,38.209354,8.7005997
0.1052,38.161392,8.9740849
0.1053,38.109573,9.2472124
0.1054,38.055538,9.5199594
0.1055,38.000671,9.7923155
0.1056,37.946121,10.06428
0.1057,37.892818,10.335857
0.1058,37.841511,10.607059
0.1059,37.792767,10.877903
0.106,37.747005,11.148408
0.1061,37.704525,11.418597
0.1062,37.665497,11.688494
0.1063,37.630009,11.958124
0.1064,37.598068,12.227512
0.1065,37.569607,12.496685
0.1066,37.544518,12.765666
0.1067,37.522644,13.034478
0.1068,37.503799,13.303145
0.1069,37.487785,13.571688
0.107,37.47438,13.840125
0.1071,37.463356,14.108475
0.1072,37.454487,14.376754
0.1073,37.447544,14.644977
0.1074,37.44231,14.913155
0.1075,37.438568,15.181301
0.1076,37.436123,15.449426
0.1077,37.434784,15.717537
0.1078,37.43438,15.985641
0.1079,37.43475,16.253746
0.108,37.435749,16.521856
0.1081,37.437248,16.789976
0.1082,37.439137,17.058107
0.1083,37.441307,17.326252
0.1084,37.443676,17.594414
0.1085,37.446163,17.862595
0.1086,37.448708,18.130791
0.1087,37.451256,18.399008
0.1088,37.453762,18.66724
0.1089,37.456196,18.935493
0.109,37.458523,19.203762
0.1091,37.460724,19.472046
0.1092,37.462788,19.740347
0.1093,37.464706,20.008661
0.1094,37.466465,20.276989
0.1095,37.468075,20.545328
0.1096,37.469528,20.813679
0.1097,37.470833,21.082039
0.1098,37.471992,21.350409
0.1099,37.473019,21.618786
0.11,37.473919,21.887169
0.1101,37.474697,22.15556
0.1102,37.475372,22.423954
0.1103,37.475948,22.692354
0.1104,37.476437,22.960758
0.1105,37.476845,23.229164
0.1106,37.477184,23.497574
0.1107,37.477463,23.765985
0.1108,37.477692,24.034399
0.1109,37.477871,24.302813
0.111,37.478016,24.57123
0.1111,37.47813,24.839645
0.1112,37.478222,25.108065
0.1113,37.478291,25.376482
0.1114,37.478344,25.644901
0.1115,37.47839,25.913321
0.1116,37.478424,26.18174
0.1117,37.478458,26.450159
0.1118,37.478489,26.718578
0.1119,37.478523,26.986998
0.112,37.478554,27.255419
0.1121,37.478592,27.52384
0.1122,37.478634,27.792259
0.1123,37.47868,28.06068
0.1124,37.478729,28.329103
0.1125,37.478786,28.597525
0.1126,37.478851,28.865946
0.1127,37.47892,29.134369
0.1128,37.478992,29.402792
0.1129,37.479073,29.671217
0.113,37.47916,29.93964
0.1131,37.479252,30.208065
0.1132,37.479347,30.476492
0.1133,37.479446,30.744919
0.1134,37.479549,31.013346
0.1135,37.479652,31.281773
0.1136,37.479763,31.550201
0.1137,37.479874,31.81863
0.1138,37.479988,32.087063
0.1139,37.480099,32.355492
0.114,37.480217,32.623924
0.1141,37.480331,32.892357
0.1142,37.48045,33.160789
0.1143,37.480568,33.429226
0.1144,37.480682,33.697659
0.1145,37.480801,33.966095
0.1146,37.480919,34.234535
0.1147,37.481037,34.502972
0.1148,37.481155,34.771408
0.1149,37.48127,35.039848
0.115,37.481388,35.308289
0.1151,37.481503,35.576729
0.1152,37.481617,35.845173
0.1153,37.481731,36.113617
0.1154,37.481846,36.382057
0.1155,37.48196,36.650501
0.1156,37.482071,36.918949
0.1157,37.482182,37.187393
0.1158,37.482292,37.455841
0.1159,37.482403,37.724289
0.116,37.48251,37.992737
0.1161,37.482616,38.261185
0.1162,37.482723,38.529636
0.1163,37.482826,38.798088
0.1164,37.482929,39.066536
0.1165,37.483032,39.334991
0.1166,37.483135,39.603443
0.1167,37.483234,39.871895
0.1168,37.483337,40.14035
0.1169,37.483437,40.408806
0.117,37.483536,40.677261
0.1171,37.483635,40.945717
0.1172,37.48373,41.214176
0.1173,37.483829,41.482632
0.1174,37.483925,41.751091
0.1175,37.48402,42.01955
0.1176,37.484116,42.28801
0.1177,37.484211,42.556469
0.1178,37.484306,42.824932
0.1179,37.484398,43.093395
0.118,37.484493,43.361855
0.1181,37.484585,43.630318
0.1182,37.484676,43.898785
0.1183,37.484768,44.167248
0.1184,37.484859,44.435715
0.1185,37.484951,44.704178
0.1186,37.485039,44.972645
0.1187,37.485126,45.241112
0.1188,37.485218,45.509579
0.1189,37.485306,45.778049
0.119,37.485394,46.046516
0.1191,37.485481,46.314987
0.1192,37.485565,46.583458
0.1193,37.485653,46.851929
0.1194,37.485737,47.120399
0.1195,37.485825,47.38887
0.1196,37.485909,47.657345
0.1197,37.485992,47.925819
0.1198,37.486076,48.194294
0.1199,37.48616,48.462769
0.12,37.48624,48.731243
0.1201,37.486324,48.999718
0.1202,37.486404,49.268192
0.1203,37.486488,49.536671
0.1204,37.486568,49.805149
0.1205,37.486649,50.073627
0.1206,37.486729,50.342106
0.1207,37.486809,50.610584
0.1208,37.486885,50.879063
0.1209,37.486965,51.147545
0.121,37.487041,51.416023
0.1211,37.487118,51.684505
0.1212,37.487198,51.952988
0.1213,37.487274,52.22147
0.1214,37.48735,52.489956
0.1215,37.487423,52.758438
0.1216,37.487499,53.02692
0.1217,37.487576,53.295406
0.1218,37.487648,53.563892
0.1219,37.48772,53.832378
0.122,37.487797,54.100864
0.1221,37.487869,54.36935
0.1222,37.487942,54.637836
0.1223,37.488014,54.906326
0.1224,37.488083,55.174816
0.1225,37.488155,55.443302
0.1226,37.488228,55.711792
0.1227,37.488297,55.980282
0.1228,37.488365,56.248772
0.1229,37.488438,56.517265
0.123,37.488506,56.785755
0.1231,37.488575,57.054249
0.1232,37.488644,57.322739
0.1233,37.488708,57.591232
0.1234,37.488777,57.859726
0.1235,37.488846,58.12822
0.1236,37.488911,58.396713
0.1237,37.488979,58.665207
0.1238,37.489044,58.933704
0.1239,37.489109,59.202198
0.124,37.489174,59.470695
0.1241,37.489239,59.739193
0.1242,37.489304,60.00769
0.1243,37.489368,60.276188
0.1244,37.489433,60.544685
0.1245,37.489494,60.813183
0.1246,37.489559,61.081684
0.1247,37.48962,61.350182
0.1248,37.489681,61.618683
0.1249,37.489742,61.887184
0.125,37.489803,62.155682
0.1251,37.489864,62.424183
0.1252,37.489925,62.692684
0.12530001,37.489986,62.961189
0.12540001,37.490047,63.229691
0.12549999,37.490105,63.498192
0.1256,37.490166,63.766697
0.1257,37.490223,64.035202
0.1258,37.49028,64.303703
0.1259,37.490341,64.572212
0.126,37.490398,64.840714
0.1261,37.490456,65.109222
0.12620001,37.490513,65.377724
0.12630001,37.49057,65.646233
0.12639999,37.490623,65.914742
0.1265,37.490681,66.183243
0.1266,37.490738,66.451752
0.1267,37.490791,66.720261
0.1268,37.490849,66.98877
0.1269,37.490902,67.257278
