"time","inertia4.phi","inertia4.w","bearingFriction1.mode","bearingFriction1.startBackward","bearingFriction1.startForward"
0,0,0,0,0,0
0.00022000000000000001,0,0,0,0,0
0.00044000000000000002,0,0,0,0,0
0.00066,0,0,0,0,0
0.00088000000000000003,0,0,0,0,0
0.0011000000000000001,0,0,0,0,0
0.00132,0,0,0,0,0
0.0015400000000000001,0,0,0,0,0
0.0017600000000000001,0,0,0,0,0
0.00198,0,0,0,0,0
0.0022000000000000001,0,0,0,0,0
0.0024200000000000003,0,0,0,0,0
0.00264,0,0,0,0,0
0.0028600000000000001,0,0,0,0,0
0.0030800000000000003,0,0,0,0,0
0.0033,0,0,0,0,0
0.0035200000000000001,0,0,0,0,0
0.0037400000000000003,0,0,0,0,0
0.00396,0,0,0,0,0
0.0041800000000000006,0,0,0,0,0
0.0044000000000000003,0,0,0,0,0
0.00462,0,0,0,0,0
0.0048400000000000006,0,0,0,0,0
0.0050600000000000003,0,0,0,0,0
0.00528,0,0,0,0,0
0.0055000000000000005,0,0,0,0,0
0.0057200000000000003,0,0,0,0,0
0.00594,0,0,0,0,0
0.0061600000000000005,0,0,0,0,0
0.0063800000000000003,0,0,0,0,0
0.0066,0,0,0,0,0
0.0068200000000000005,0,0,0,0,0
0.0070400000000000003,0,0,0,0,0
0.00726,0,0,0,0,0
0.0074800000000000005,0,0,0,0,0
0.0077000000000000002,0,0,0,0,0
0.00792,0,0,0,0,0
0.0081399999999999997,0,0,0,0,0
0.0083600000000000011,0,0,0,0,0
0.0085800000000000008,0,0,0,0,0
0.0088000000000000005,0,0,0,0,0
0.0090200000000000002,0,0,0,0,0
0.0092399999999999999,0,0,0,0,0
0.0094599999999999997,0,0,0,0,0
0.0096800000000000011,0,0,0,0,0
0.0099000000000000008,0,0,0,0,0
0.010120000000000001,0,0,0,0,0
0.01034,0,0,0,0,0
0.01056,0,0,0,0,0
0.01078,0,0,0,0,0
0.011000000000000001,0,0,0,0,0
0.011220000000000001,0,0,0,0,0
0.011440000000000001,0,0,0,0,0
0.01166,0,0,0,0,0
0.01188,0,0,0,0,0
0.0121,0,0,0,0,0
0.012320000000000001,0,0,0,0,0
0.012540000000000001,0,0,0,0,0
0.012760000000000001,0,0,0,0,0
0.01298,0,0,0,0,0
0.0132,0,0,0,0,0
0.01342,0,0,0,0,0
0.013640000000000001,0,0,0,0,0
0.013860000000000001,0,0,0,0,0
0.014080000000000001,0,0,0,0,0
0.0143,0,0,0,0,0
0.01452,0,0,0,0,0
0.014740000000000001,0,0,0,0,0
0.014960000000000001,0,0,0,0,0
0.015180000000000001,0,0,0,0,0
0.0154,0,0,0,0,0
0.01562,0,0,0,0,0
0.01584,0,0,0,0,0
0.016060000000000001,0,0,0,0,0
0.016279999999999999,0,0,0,0,0
0.016500000000000001,0,0,0,0,0
0.016720000000000002,0,0,0,0,0
0.01694,0,0,0,0,0
0.017160000000000002,0,0,0,0,0
0.01738,0,0,0,0,0
0.017600000000000001,0,0,0,0,0
0.017819999999999999,0,0,0,0,0
0.01804,0,0,0,0,0
0.018260000000000002,0,0,0,0,0
0.01848,0,0,0,0,0
0.018700000000000001,0,0,0,0,0
0.018919999999999999,0,0,0,0,0
0.019140000000000001,0,0,0,0,0
0.019360000000000002,0,0,0,0,0
0.01958,0,0,0,0,0
0.019800000000000002,0,0,0,0,0
0.02002,0,0,0,0,0
0.020240000000000001,0,0,0,0,0
0.020459999999999999,0,0,0,0,0
0.02068,0,0,0,0,0
0.020900000000000002,0,0,0,0,0
0.02112,0,0,0,0,0
0.021340000000000001,0,0,0,0,0
0.021559999999999999,0,0,0,0,0
0.021780000000000001,0,0,0,0,0
0.022000000000000002,0,0,0,0,0
0.02222,0,0,0,0,0
0.022440000000000002,0,0,0,0,0
0.02266,0,0,0,0,0
0.022880000000000001,0,0,0,0,0
0.023100000000000002,0,0,0,0,0
0.02332,0,0,0,0,0
0.023540000000000002,0,0,0,0,0
0.02376,0,0,0,0,0
0.023980000000000001,0,0,0,0,0
0.024199999999999999,0,0,0,0,0
0.024420000000000001,0,0,0,0,0
0.024640000000000002,0,0,0,0,0
0.02486,0,0,0,0,0
0.025080000000000002,0,0,0,0,0
0.0253,0,0,0,0,0
0.025520000000000001,0,0,0,0,0
0.025740000000000002,0,0,0,0,0
0.02596,0,0,0,0,0
0.026180000000000002,0,0,0,0,0
0.0264,0,0,0,0,0
0.026620000000000001,0,0,0,0,0
0.026839999999999999,0,0,0,0,0
0.027060000000000001,0,0,0,0,0
0.027280000000000002,0,0,0,0,0
0.0275,0,0,0,0,0
0.027720000000000002,0,0,0,0,0
0.02794,0,0,0,0,0
0.028160000000000001,0,0,0,0,0
0.028380000000000002,0,0,0,0,0
0.0286,0,0,0,0,0
0.028820000000000002,0,0,0,0,0
0.02904,0,0,0,0,0
0.029260000000000001,0,0,0,0,0
0.029480000000000003,0,0,0,0,0
0.029700000000000001,0,0,0,0,0
0.029920000000000002,0,0,0,0,0
0.03014,0,0,0,0,0
0.030360000000000002,0,0,0,0,0
