"time","mass1.s","mass1.v","mass2.s","mass2.v","brake.mode","brake.startBackward","brake.startForward","brake1.mode","brake1.startBackward","brake1.startForward"
0,0,1,0,1,2,0,0,2,0,0
0.00050000000000000001,0.00050000000000000001,1,0.00050000000000000001,1,2,0,0,2,0,0
0.001,0.001,1,0.001,1,2,0,0,2,0,0
0.0015,0.0015,1,0.0015,1,2,0,0,2,0,0
0.002,0.002,1,0.002,1,2,0,0,2,0,0
0.0025000000000000001,0.0025000000000000001,1,0.0025000000000000001,1,2,0,0,2,0,0
0.0030000000000000001,0.0030000000000000001,1,0.0030000000000000001,1,2,0,0,2,0,0
0.0035000000000000001,0.0035000000000000001,1,0.0035000000000000001,1,2,0,0,2,0,0
0.0040000000000000001,0.0040000000000000001,1,0.0040000000000000001,1,2,0,0,2,0,0
0.0045000000000000005,0.0045000000000000005,1,0.0045000000000000005,1,2,0,0,2,0,0
0.0050000000000000001,0.0050000000000000001,1,0.0050000000000000001,1,2,0,0,2,0,0
0.0054999999999999997,0.0054999999999999997,1,0.0054999999999999997,1,2,0,0,2,0,0
0.0060000000000000001,0.0060000000000000001,1,0.0060000000000000001,1,2,0,0,2,0,0
0.0065000000000000006,0.0065000000000000006,1,0.0065000000000000006,1,2,0,0,2,0,0
0.0070000000000000001,0.0070000000000000001,1,0.0070000000000000001,1,2,0,0,2,0,0
0.0074999999999999997,0.0074999999999999997,1,0.0074999999999999997,1,2,0,0,2,0,0
0.0080000000000000002,0.0080000000000000002,1,0.0080000000000000002,1,2,0,0,2,0,0
0.0085000000000000006,0.0085000000000000006,1,0.0085000000000000006,1,2,0,0,2,0,0
0.0090000000000000011,0.0090000000000000011,1,0.0090000000000000011,1,2,0,0,2,0,0
0.0094999999999999998,0.0094999999999999998,1,0.0094999999999999998,1,2,0,0,2,0,0
0.01,0.01,1,0.01,1,2,0,0,2,0,0
0.010500000000000001,0.010500000000000001,1,0.010500000000000001,1,2,0,0,2,0,0
0.010999999999999999,0.010999999999999999,1,0.010999999999999999,1,2,0,0,2,0,0
0.0115,0.0115,1,0.0115,1,2,0,0,2,0,0
0.012,0.012,1,0.012,1,2,0,0,2,0,0
0.012500000000000001,0.012500000000000001,1,0.012500000000000001,1,2,0,0,2,0,0
0.013000000000000001,0.013000000000000001,1,0.013000000000000001,1,2,0,0,2,0,0
0.0135,0.0135,1,0.0135,1,2,0,0,2,0,0
0.014,0.014,1,0.014,1,2,0,0,2,0,0
0.014500000000000001,0.014500000000000001,1,0.014500000000000001,1,2,0,0,2,0,0
0.014999999999999999,0.014999999999999999,1,0.014999999999999999,1,2,0,0,2,0,0
0.0155,0.0155,1,0.0155,1,2,0,0,2,0,0
0.016,0.016,1,0.016,1,2,0,0,2,0,0
0.016500000000000001,0.016500000000000001,1,0.016500000000000001,1,2,0,0,2,0,0
0.017000000000000001,0.017000000000000001,1,0.017000000000000001,1,2,0,0,2,0,0
0.017500000000000002,0.017500000000000002,1,0.017500000000000002,1,2,0,0,2,0,0
0.018000000000000002,0.018000000000000002,1,0.018000000000000002,1,2,0,0,2,0,0
0.018499999999999999,0.018499999999999999,1,0.018499999999999999,1,2,0,0,2,0,0
0.019,0.019,1,0.019,1,2,0,0,2,0,0
0.0195,0.0195,1,0.0195,1,2,0,0,2,0,0
0.02,0.02,1,0.02,1,2,0,0,2,0,0
0.020500000000000001,0.020500000000000001,1,0.020500000000000001,1,2,0,0,2,0,0
0.021000000000000001,0.021000000000000001,1,0.021000000000000001,1,2,0,0,2,0,0
0.021500000000000002,0.021500000000000002,1,0.021500000000000002,1,2,0,0,2,0,0
0.021999999999999999,0.021999999999999999,1,0.021999999999999999,1,2,0,0,2,0,0
0.022499999999999999,0.022499999999999999,1,0.022499999999999999,1,2,0,0,2,0,0
0.023,0.023,1,0.023,1,2,0,0,2,0,0
0.0235,0.0235,1,0.0235,1,2,0,0,2,0,0
0.024,0.024,1,0.024,1,2,0,0,2,0,0
0.024500000000000001,0.024500000000000001,1,0.024500000000000001,1,2,0,0,2,0,0
0.025000000000000001,0.025000000000000001,1,0.025000000000000001,1,2,0,0,2,0,0
0.025500000000000002,0.025500000000000002,1,0.025500000000000002,1,2,0,0,2,0,0
0.026000000000000002,0.026000000000000002,1,0.026000000000000002,1,2,0,0,2,0,0
0.026499999999999999,0.026499999999999999,1,0.026499999999999999,1,2,0,0,2,0,0
0.027,0.027,1,0.027,1,2,0,0,2,0,0
0.0275,0.0275,1,0.0275,1,2,0,0,2,0,0
0.028000000000000001,0.028000000000000001,1,0.028000000000000001,1,2,0,0,2,0,0
0.028500000000000001,0.028500000000000001,1,0.028500000000000001,1,2,0,0,2,0,0
0.029000000000000001,0.029000000000000001,1,0.029000000000000001,1,2,0,0,2,0,0
0.029500000000000002,0.029500000000000002,1,0.029500000000000002,1,2,0,0,2,0,0
0.029999999999999999,0.029999999999999999,1,0.029999999999999999,1,2,0,0,2,0,0
0.030499999999999999,0.030499999999999999,1,0.030499999999999999,1,2,0,0,2,0,0
0.031,0.031,1,0.031,1,2,0,0,2,0,0
0.0315,0.0315,1,0.0315,1,2,0,0,2,0,0
0.032000000000000001,0.032000000000000001,1,0.032000000000000001,1,2,0,0,2,0,0
0.032500000000000001,0.032500000000000001,1,0.032500000000000001,1,2,0,0,2,0,0
0.033000000000000002,0.033000000000000002,1,0.033000000000000002,1,2,0,0,2,0,0
0.033500000000000002,0.033500000000000002,1,0.033500000000000002,1,2,0,0,2,0,0
