"time","A_cross","A_cross_nom","dp_nom","m_flow_nom","exp","NominalMassFlowRate","V_flow_nom","zeta_TOT","zeta_TOT_nom","rho_nom","rho[1]","rho[2]","rho[3]","input_mdot[1]","input_mdot[2]","input_mdot[3]","input_dp[1]","input_dp[2]","input_dp[3]","M_FLOW[1]","M_FLOW[2]","M_FLOW[3]","DP[1]","DP[2]","DP[3]","DP_plot[1]","DP_plot[2]","DP_plot[3]","input_DP.y"
0,0.0078539816339744835,0.0078539816339744835,50,1,2,1,0.001,0.5,1,1000,1000,1500,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0001,0.0078539816339744835,0.0078539816339744835,50,1,2,1,0.001,0.5,1,1000,1000,1500,2000,1,1.2247448713915894,1.4142135623730951,25,25,25,1,1.2247448713915894,1.4142135623730951,25,25,25,25,25,25,25
0.00020000000000000001,0.0078539816339744835,0.0078539816339744835,50,1,2,1,0.001,0.5,1,1000,1000,1500,2000,1.4142135623730951,1.7320508075688776,2.0000000000000004,50,50,50,1.4142135623730951,1.7320508075688776,2.0000000000000004,50,50,50,50,50,50,50
0.00030000000000000003,0.0078539816339744835,0.0078539816339744835,50,1,2,1,0.001,0.5,1,1000,1000,1500,2000,1.7320508075688776,2.1213203435596433,2.4494897427831788,75,75,75,1.7320508075688776,2.1213203435596433,2.4494897427831788,75,75,75,75,75,75,75
0.00040000000000000002,0.0078539816339744835,0.0078539816339744835,50,1,2,1,0.001,0.5,1,1000,1000,1500,2000,2,2.4494897427831788,2.8284271247461903,100,100,100,2,2.4494897427831788,2.8284271247461903,100,100,100,100,100,100,100
0.00050000000000000001,0.0078539816339744835,0.0078539816339744835,50,1,2,1,0.001,0.5,1,1000,1000,1500,2000,2.2360679774997898,2.738612787525831,3.16227766016838,125,125,125,2.2360679774997898,2.738612787525831,3.16227766016838,125,125,125,125,125,125,125
0.00060000000000000006,0.0078539816339744835,0.0078539816339744835,50,1,2,1,0.001,0.5,1,1000,1000,1500,2000,2.4494897427831783,3.0000000000000004,3.4641016151377553,150,150,150,2.4494897427831783,3.0000000000000004,3.4641016151377553,150,150,150,150,150,150,150
0.00069999999999999999,0.0078539816339744835,0.0078539816339744835,50,1,2,1,0.001,0.5,1,1000,1000,1500,2000,2.6457513110645907,3.2403703492039306,3.7416573867739418,175,175,175,2.6457513110645907,3.2403703492039306,3.7416573867739418,175,175,175,175,175,175,175
0.00080000000000000004,0.0078539816339744835,0.0078539816339744835,50,1,2,1,0.001,0.5,1,1000,1000,1500,2000,2.8284271247461903,3.4641016151377553,4.0000000000000009,200,200,200,2.8284271247461903,3.4641016151377553,4.0000000000000009,200,200,200,200,200,200,200
0.00090000000000000008,0.0078539816339744835,0.0078539816339744835,50,1,2,1,0.001,0.5,1,1000,1000,1500,2000,3.0000000000000004,3.6742346141747682,4.2426406871192865,225.00000000000003,225.00000000000003,225.00000000000003,3.0000000000000004,3.6742346141747682,4.2426406871192865,225.00000000000003,225.00000000000003,225.00000000000003,225.00000000000003,225.00000000000003,225.00000000000003,225.00000000000003
0.001,0.0078539816339744835,0.0078539816339744835,50,1,2,1,0.001,0.5,1,1000,1000,1500,2000,3.1622776601683795,3.872983346207417,4.4721359549995796,250,250,250,3.1622776601683795,3.872983346207417,4.4721359549995796,250,250,250,250,250,250,250
0.0011000000000000001,0.0078539816339744835,0.0078539816339744835,50,1,2,1,0.001,0.5,1,1000,1000,1500,2000,3.3166247903554003,4.0620192023179813,4.6904157598234306,275,275,275,3.3166247903554003,4.0620192023179813,4.6904157598234306,275,275,275,275,275,275,275
0.0012000000000000001,0.0078539816339744835,0.0078539816339744835,50,1,2,1,0.001,0.5,1,1000,1000,1500,2000,3.4641016151377553,4.2426406871192865,4.8989794855663575,300,300,300,3.4641016151377553,4.2426406871192865,4.8989794855663575,300,300,300,300,300,300,300
0.0013000000000000002,0.0078539816339744835,0.0078539816339744835,50,1,2,1,0.001,0.5,1,1000,1000,1500,2000,3.60555127546399,4.4158804331639248,5.0990195135927863,325.00000000000006,325.00000000000006,325.00000000000006,3.60555127546399,4.4158804331639248,5.0990195135927863,325.00000000000006,325.00000000000006,325.00000000000006,325.00000000000006,325.00000000000006,325.00000000000006,325.00000000000006
