"time","vOut.v"
0,-4.999333422213148
0.00050000000000000001,-4.8423005645359396
0.001,-4.6854226793269227
0.0015,-4.5288545861232876
0.002,-4.3727507987401104
0.0025000000000000001,-4.2172653727456932
0.0030000000000000001,-4.0625517535031186
0.0035000000000000001,-3.9087626246647744
0.0040000000000000001,-3.7560497575395146
0.0045000000000000005,-3.6045638612858255
0.0050000000000000001,-3.4544544341974515
0.0054999999999999997,-3.3058696161547552
0.0060000000000000001,-3.1589560424349905
0.0065000000000000006,-3.0138586990013927
0.0070000000000000001,-2.8707207794043121
0.0074999999999999997,-2.7296835434942324
0.0080000000000000002,-2.5908861779999626
0.0085000000000000006,-2.4544656591585223
0.0090000000000000011,-2.3205566175565906
0.0094999999999999998,-2.189291205243471
0.01,-2.0607989653420589
0.010500000000000001,-1.9352067041777943
0.010999999999999999,-1.8126383661387635
0.0115,-1.6932149113935147
0.012,-1.5770541964665874
0.012500000000000001,-1.4642708579515329
0.013000000000000001,-1.354976199401392
0.0135,-1.2492780814366
0.014,-1.1472808153500935
0.014500000000000001,-1.0490850601163615
0.014999999999999999,-0.95478772309753879
0.0155,-0.86448186437992902
0.016,-0.77825660494079685
0.016500000000000001,-0.69619703870538174
0.017000000000000001,-0.61838414856740798
0.017500000000000002,-0.54489472643304282
0.018000000000000002,-0.47580129749480449
0.018499999999999999,-0.41117204864216106
0.019,-0.35107076112206315
0.0195,-0.29555674766257312
0.02,-0.24468479388639608
0.020500000000000001,-0.1985051042674435
0.021000000000000001,-0.15706325259046139
0.021500000000000002,-0.12040013695369112
0.021999999999999999,-0.088551939434466931
0.022499999999999999,-0.06155009034447545
0.023,-0.039421237261194619
0.0235,-0.022187218688962673
0.024,-0.009865042522871903
0.024500000000000001,-0.0024668692555351868
0.025000000000000001,0
0.025500000000000002,-0.0024668692555351868
0.026000000000000002,-0.009865042522871903
0.026499999999999999,-0.022187218688962673
0.027,-0.039421237261194619
0.0275,-0.06155009034447545
0.028000000000000001,-0.088551939434466931
0.028500000000000001,-0.12040013695369112
0.029000000000000001,-0.15706325259046139
0.029500000000000002,-0.1985051042674435
0.029999999999999999,-0.24468479388639608
0.030499999999999999,-0.29555674766257312
0.031,-0.35107076112206315
0.0315,-0.41117204864216106
0.032000000000000001,-0.47580129749480449
0.032500000000000001,-0.54489472643304282
0.033000000000000002,-0.61838414856074664
0.033500000000000002,-0.69619703870538174
0.034000000000000002,-0.77825660494079685
0.034500000000000003,-0.86448186437326768
0.035000000000000003,-0.95478772309753879
0.035500000000000004,-1.0490850601163615
0.036000000000000004,-1.1472808153434322
0.036499999999999998,-1.2492780814366
0.036999999999999998,-1.354976199401392
0.037499999999999999,-1.4642708579515329
0.037999999999999999,-1.5770541964665874
0.0385,-1.693214911400176
0.039,-1.8126383661387635
